Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
37,"L Brillante, B Bois, O Mathieu, J Lévêque","Electrical imaging of soil water availability to grapevine: a benchmark experiment of several machine-learning techniques",2016,"Precision agriculture","Springer","https://link.springer.com/article/10.1007/s11119-016-9441-1","https://scholar.google.com/scholar?cites=17076127825293217906&as_sdt=2005&sciodt=2007&hl=en",879,"2024-11-03 23:59:31","","10.1007/s11119-016-9441-1","","",,,,,37,4.63,9,4,8,"Electrical resistivity (ER) can be used to assess soil water in the field. This study investigated the possibility of extending the use of ER to measure plant available soil water variables, ie …","https://www.researchgate.net/profile/Luca-Brillante-2/publication/296295526_Electrical_imaging_of_soil_water_availability_to_grapevine_A_benchmark_experiment_of_several_machine-learning_techniques/links/570b61d208aea6608137bfdb/Electrical-imaging-of-soil-water-availability-to-grapevine-A-benchmark-experiment-of-several-machine-learning-techniques.pdf","https://scholar.google.com/scholar?q=related:chDErciX-uwJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
1,"GMD Putra, L Sutiarso, AP Nugroho…","Application of Machine Learning to Study Effect of Environmental Manipulation in Frame of Smart Agriculture on the Stomata of Capsicum annuum",2022,"IOP Conference Series …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1755-1315/1059/1/012034/meta","https://scholar.google.com/scholar?cites=121479142155078867&as_sdt=2005&sciodt=2007&hl=en",880,"2024-11-03 23:59:31","","10.1088/1755-1315/1059/1/012034","","",,,,,1,0.50,0,4,2,"… Machine learning is a technique that enables improved performance on multiple tasks through experience. One part of machine learning … MLP is one of the Machine Learning algorithms …","https://iopscience.iop.org/article/10.1088/1755-1315/1059/1/012034/pdf","https://scholar.google.com/scholar?q=related:08zF26KUrwEJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
2,"TV Aravinda, KR Krishnareddy","Internet of Things and Machine Learning Based Intelligent Irrigation System for Agriculture",2022,"2022 2nd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9988387/","https://scholar.google.com/scholar?cites=3056990641071610855&as_sdt=2005&sciodt=2007&hl=en",881,"2024-11-03 23:59:31","","","","",,,,,2,1.00,1,2,2,"… With an Internet - of - things architecture and design model and precise irrigation ON and OFF judgement forecasting by machine learning techniques, this paper suggested an improved …","","https://scholar.google.com/scholar?q=related:51vEmsqcbCoJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
38,"Z Zhang, S Khanal, A Raudenbush, K Tilmon…","Assessing the efficacy of machine learning techniques to characterize soybean defoliation from unmanned aerial vehicles",2022,"… Electronics in Agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168169921006992","https://scholar.google.com/scholar?cites=14752439152109866309&as_sdt=2005&sciodt=2007&hl=en",882,"2024-11-03 23:59:31","","","","",,,,,38,19.00,8,5,2,"… and pests is linked to low agricultural productivity. If the root cause is not … This paper assesses the efficacy of machine learning … We compared machine learning techniques ranging from …","https://www.sciencedirect.com/science/article/am/pii/S0168169921006992","https://scholar.google.com/scholar?q=related:Rc0SQD8xu8wJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
58,"RRA Siregar, KB Seminar, S Wahjuni, E Santosa","Vertical farming perspectives in support of precision agriculture using artificial intelligence: A review",2022,"Computers","mdpi.com","https://www.mdpi.com/2073-431X/11/9/135","https://scholar.google.com/scholar?cites=9350859267659462127&as_sdt=2005&sciodt=2007&hl=en",883,"2024-11-03 23:59:31","HTML","","","",,,,,58,29.00,15,4,2,"… One of the findings of this review is that machine learning and deep learning algorithms are … terms of accuracy when applied to various agricultural problems, such as disease detection …","https://www.mdpi.com/2073-431X/11/9/135","https://scholar.google.com/scholar?q=related:7_WCAfbsxIEJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
17,"J Yadav, A Yadav, M Misra, NP Rana…","Role of social media in technology adoption for sustainable agriculture practices: Evidence from Twitter analytics",2023,"Communications of the …","aisel.aisnet.org","https://aisel.aisnet.org/cais/vol52/iss1/35/","https://scholar.google.com/scholar?cites=9044251726190756327&as_sdt=2005&sciodt=2007&hl=en",884,"2024-11-03 23:59:31","","","","",,,,,17,17.00,3,5,1,"… machine learning approach to analyse users' existing semantic predisposition for technology adoption in agriculture … information seekers using four machine learning models. Based on …","https://opus.lib.uts.edu.au/bitstream/10453/172904/3/Role%20of%20Social%20Media%20in%20Technology%20Adoption%20for%20Sustainable%20Agric.pdf","https://scholar.google.com/scholar?q=related:50HQxgajg30J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
1,"P Kuźniar, K Pentoś, J Gorzelany","Evaluation of the Use of Machine Learning to Predict Selected Mechanical Properties of Red Currant Fruit (Ribes rubrum L.) Ozonized during Storage",2023,"Agriculture","mdpi.com","https://www.mdpi.com/2077-0472/13/11/2125","https://scholar.google.com/scholar?cites=16459988246930442385&as_sdt=2005&sciodt=2007&hl=en",885,"2024-11-03 23:59:31","HTML","","","",,,,,1,1.00,0,3,1,"… [37] employed four machine learning algorithms and multi-sensing technology to predict the … The aim of the research was to use machine learning modeling to demonstrate the …","https://www.mdpi.com/2077-0472/13/11/2125","https://scholar.google.com/scholar?q=related:kchkERqgbeQJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
3,"P PATIL, P ATHAVALE, M BOTHARA…","Crop Selection and Yield Prediction using Machine Learning Approach.",2023,"Current Agriculture …","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=23474688&AN=174986060&h=4ewzdj%2FqYGVp7%2FtKDIedSH2A5bb4KkwEeKrQrFvsp4dZ5oITYNh50L2OSerYjxpGHqyNpXfWoxtJIUQkU%2F1I7Q%3D%3D&crl=c","https://scholar.google.com/scholar?cites=5387582697074327656&as_sdt=2005&sciodt=2007&hl=en",886,"2024-11-03 23:59:31","","","","",,,,,3,3.00,1,4,1,"… machine learning. Also, we did data integration of District wise rainfall normal23 and … Agriculture Crop Production23 as we required it to be merged for passing it to the machine learning …","","https://scholar.google.com/scholar?q=related:aAAoGeuJxEoJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
1,"N Gupta, S Gupta, N Patel","Evolutionary Machine Learning Powered by Genetics Algorithm for IoT-Specific Health Monitoring of Agriculture Vehicles",2022,"Frontiers in Nature-Inspired Industrial …","Springer","https://link.springer.com/chapter/10.1007/978-981-16-3128-3_12","https://scholar.google.com/scholar?cites=4953677710943137466&as_sdt=2005&sciodt=2007&hl=en",887,"2024-11-03 23:59:31","","10.1007/978-981-16-3128-3_12","","",,,,,1,0.50,0,3,2,"… This work proposes an machine learning approach for Agriculture Machinery health monitoring system by an artificial neural network trained by scaled conjugate gradient …","","https://scholar.google.com/scholar?q=related:ui6J5KH_vkQJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
178,"PK Kashyap, S Kumar, A Jaiswal, M Prasad…","Towards precision agriculture: IoT-enabled intelligent irrigation systems using deep learning neural network",2021,"IEEE Sensors …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9388691/","https://scholar.google.com/scholar?cites=12547144333154820397&as_sdt=2005&sciodt=2007&hl=en",888,"2024-11-03 23:59:31","","","","",,,,,178,59.33,36,5,3,"… machine learning-based irrigation models have been proposed to use water more efficiently. Due to the limited learning … In this context, this paper proposes a deep learning neural …","https://opus.lib.uts.edu.au/bitstream/10453/148250/3/Towards%20Precision%20Agriculture.pdf","https://scholar.google.com/scholar?q=related:LaE_G0tpIK4J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
7,"RH Furlanetto, LGT Crusiol, JVF Gonçalves…","Machine learning as a tool to predict potassium concentration in soybean leaf using hyperspectral data",2023,"… Agriculture","Springer","https://link.springer.com/article/10.1007/s11119-023-10040-w","https://scholar.google.com/scholar?cites=1230232560619874737&as_sdt=2005&sciodt=2007&hl=en",889,"2024-11-03 23:59:31","","10.1007/s11119-023-10040-w","","",,,,,7,7.00,2,4,1,"… machine learning regression models can be a powerful tool in the nutritional diagnosis of plants. However, the comparison among different machine learning … data and machine learning …","https://www.researchgate.net/profile/Renato-Herrig-Furlanetto/publication/371870275_Machine_learning_as_a_tool_to_predict_potassium_concentration_in_soybean_leaf_using_hyperspectral_data/links/6606e182f5a5de0a9fe8df74/Machine-learning-as-a-tool-to-predict-potassium-concentration-in-soybean-leaf-using-hyperspectral-data.pdf","https://scholar.google.com/scholar?q=related:send7v6pEhEJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
5,"S Fuentes, J Chang","Methodologies Used in Remote Sensing Data Analysis and Remote Sensors for Precision Agriculture",2022,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/22/20/7898","https://scholar.google.com/scholar?cites=1987513250690630694&as_sdt=2005&sciodt=2007&hl=en",890,"2024-11-03 23:59:31","HTML","","","",,,,,5,2.50,3,2,2,"… artificial intelligence, such as machine learning and deep learning, have enabled us … agriculture and (ii) the implementation of various sensors for specific targets in precision agriculture. …","https://www.mdpi.com/1424-8220/22/20/7898","https://scholar.google.com/scholar?q=related:JgTMbcUQlRsJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
17,"F Paulo, Z Zhao, M Jithin, J Nusrat, S John","Distinguishing volunteer corn from soybean at seedling stage using images and machine learning",2020,"Smart Agriculture","smartag.net.cn","http://www.smartag.net.cn/EN/abstract/abstract15717.shtml","https://scholar.google.com/scholar?cites=10039604228052726017&as_sdt=2005&sciodt=2007&hl=en",891,"2024-11-03 23:59:31","","","","",,,,,17,4.25,3,5,4,"… through two kinds of machine learning methods: feature-based machine learning and deep learning. For feature-based machine learning, SVM, NN and RF were applied; for deep …","http://www.smartag.net.cn/EN/article/downloadArticleFile.do?attachType=PDF&id=15717","https://scholar.google.com/scholar?q=related:AbGXctrWU4sJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
43,"S Das, J Christopher, A Apan, MR Choudhury…","Evaluation of water status of wheat genotypes to aid prediction of yield on sodic soils using UAV-thermal imaging and machine learning",2021,"Agricultural and Forest …","Elsevier","https://www.sciencedirect.com/science/article/pii/S016819232100160X","https://scholar.google.com/scholar?cites=11241820564977122266&as_sdt=2005&sciodt=2007&hl=en",892,"2024-11-03 23:59:31","","","","",,,,,43,14.33,9,5,3,"… remote sensing and machine learning-based approach to … (CRT) as a supervised machine learning algorithm to classify crop … breeders in securing agricultural productivity on sodic soils. …","","https://scholar.google.com/scholar?q=related:2nsk_D34ApwJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
4,"M Mostafizur Rahman Komol, M Sabid Hasan…","Sugarcane diseases identification and detection via machine learning",2023,"… Learning in Agriculture …","Springer","https://link.springer.com/chapter/10.1007/978-981-99-3754-7_3","https://scholar.google.com/scholar?cites=4946296918350984140&as_sdt=2005&sciodt=2007&hl=en",893,"2024-11-03 23:59:31","","10.1007/978-981-99-3754-7_3","","",,,,,4,4.00,1,3,1,"… machine learning in detecting and diagnosing sugarcane diseases has gained popularity. The implementation of machine learning … practicality of using machine learning to develop an …","","https://scholar.google.com/scholar?q=related:zHPrM9fGpEQJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
52,"ME Hossain, MA Kabir, L Zheng, DL Swain…","A systematic review of machine learning techniques for cattle identification: Datasets, methods and future directions",2022,"… in Agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/S2589721722000125","https://scholar.google.com/scholar?cites=10992752564850457286&as_sdt=2005&sciodt=2007&hl=en",894,"2024-11-03 23:59:31","HTML","","","",,,,,52,26.00,10,5,2,"… The advanced technologies of machine learning and computer vision have been applied in … related to cattle identification using Machine Learning (ML) and Deep Learning (DL). This …","https://www.sciencedirect.com/science/article/pii/S2589721722000125","https://scholar.google.com/scholar?q=related:xvqsMzcajpgJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
4,"Q Cheng, F Ding, H Xu, S Guo, Z Li, Z Chen","Quantifying corn LAI using machine learning and UAV multispectral imaging",2024,"Precision Agriculture","Springer","https://link.springer.com/article/10.1007/s11119-024-10134-z","https://scholar.google.com/scholar?cites=7443078815695500847&as_sdt=2005&sciodt=2007&hl=en",895,"2024-11-03 23:59:31","","10.1007/s11119-024-10134-z","","",,,,,4,4.00,1,6,1,"… rapid development of machine learning in the agricultural domain has … conducted using different machine learning applications to … Deep learning, as a branch of machine learning, has …","","https://scholar.google.com/scholar?q=related:L_bDbL8gS2cJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
19,"N Chergui","Durum wheat yield forecasting using machine learning",2022,"Artificial Intelligence in Agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/S2589721722000137","https://scholar.google.com/scholar?cites=6754395955634361706&as_sdt=2005&sciodt=2007&hl=en",896,"2024-11-03 23:59:31","HTML","","","",,,,,19,9.50,19,1,2,"… Advanced information and communication technologies have emerged together with machine learning (ML) to create new opportunities to understand processes in agricultural systems …","https://www.sciencedirect.com/science/article/pii/S2589721722000137","https://scholar.google.com/scholar?q=related:atXr11VvvF0J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
